origin,destination,days_to_departure,time_of_day,user_type,weather_score,is_holiday,competitor_price,time_of_day_encoded,user_type_encoded,price
HYD,DEL,74,Morning,Business,1.2948590149348527,1,8880,0,1,18745
MAA,MAA,6,Afternoon,Business,1.127931403046263,0,6705,1,1,22081
DEL,BOM,8,Afternoon,Leisure,0.7984184388756336,0,7544,1,0,14630
MAA,MAA,51,Night,Business,1.2733106238503447,0,9218,3,1,20208
HYD,MAA,11,Morning,Leisure,1.1006663358674569,0,6933,0,0,19615
HYD,HYD,63,Evening,Leisure,0.7356029384838338,0,4377,2,0,5127
HYD,BOM,57,Night,Business,1.0945409834707676,1,4591,3,1,10000
MAA,DEL,12,Afternoon,Business,1.2298716440048651,1,6559,1,1,26826
HYD,DEL,73,Morning,Business,1.0462251171940151,0,8762,0,1,12550
MAA,BLR,2,Evening,Business,0.9124117828192067,0,9173,2,1,20973
HYD,DEL,8,Evening,Business,1.1925457804423696,0,5174,2,1,15030
BLR,HYD,11,Afternoon,Business,1.1695072049234976,1,5108,1,1,19432
HYD,MAA,53,Evening,Leisure,1.0265092925387804,0,6326,2,0,11786
MAA,MAA,10,Evening,Leisure,0.7926170619375401,1,4717,2,0,10856
BOM,MAA,85,Morning,Business,0.8505918913139088,0,6552,0,1,5589
HYD,BOM,84,Night,Leisure,1.1430903833116635,0,9286,3,0,12075
BOM,DEL,8,Morning,Leisure,1.1836492992369565,0,3813,0,0,12238
BLR,HYD,36,Night,Leisure,0.8675591668245939,0,4229,3,0,7074
DEL,BOM,76,Night,Leisure,0.920791046312072,1,7539,3,0,10606
BLR,BLR,14,Night,Leisure,0.7465791311498771,0,3883,3,0,7021
HYD,HYD,54,Evening,Leisure,1.1280771690198999,0,9384,2,0,19778
BOM,HYD,85,Morning,Business,0.7021465267600188,0,5312,0,1,3872
BOM,HYD,86,Evening,Business,0.7279249127314408,0,5824,2,1,4792
MAA,MAA,21,Afternoon,Business,0.7026064406704539,0,8691,1,1,14585
BOM,HYD,50,Morning,Leisure,1.08719175000257,0,8748,0,0,15446
MAA,DEL,39,Night,Business,0.9504322766203279,0,6929,3,1,13348
DEL,HYD,20,Evening,Business,0.8785280568059981,0,6245,2,1,12112
HYD,MAA,88,Evening,Business,1.2476206062142663,0,9144,2,1,12242
MAA,HYD,87,Morning,Leisure,0.8156816768059639,0,5364,0,0,4698
DEL,BLR,7,Morning,Business,0.9336208062288404,0,6791,0,1,15213
BOM,BLR,9,Night,Leisure,1.264187080556651,0,8346,3,0,26010
BOM,MAA,1,Night,Business,0.9562639377022255,0,8578,3,1,24063
DEL,DEL,26,Afternoon,Business,1.0328162113882347,0,3727,1,1,8382
BOM,DEL,38,Night,Business,0.7482021199416925,0,5564,3,1,8491
DEL,BOM,38,Evening,Leisure,1.1740998321360774,0,9204,2,0,21216
MAA,MAA,61,Afternoon,Leisure,0.953655266252943,0,3511,1,0,5736
MAA,HYD,44,Afternoon,Leisure,1.18030907475909,0,5022,1,0,11464
DEL,MAA,86,Afternoon,Leisure,0.8522785855335953,0,4191,1,0,4009
MAA,BOM,44,Morning,Leisure,0.953487250336846,1,7205,0,0,14509
MAA,MAA,74,Night,Business,1.1719293618190063,0,5239,3,1,7359
MAA,MAA,62,Afternoon,Business,1.284326660226184,0,5025,1,1,9583
BLR,BOM,6,Morning,Leisure,0.7357753146323612,0,3569,0,0,6768
HYD,DEL,17,Morning,Leisure,1.1874737064513425,0,5748,0,0,17421
BOM,HYD,51,Afternoon,Business,0.8804134405762661,0,6623,1,1,10522
BLR,BOM,38,Afternoon,Leisure,1.0304459685346434,1,9168,1,0,22546
MAA,BLR,24,Evening,Business,0.8740553589704487,0,8224,2,1,17190
DEL,DEL,51,Afternoon,Leisure,1.068067283540794,0,6830,1,0,12111
MAA,BLR,10,Evening,Business,0.9122816983863853,0,4787,2,1,10363
HYD,DEL,72,Afternoon,Leisure,0.9001689345866088,0,8501,1,0,11145
MAA,HYD,21,Afternoon,Leisure,0.7227629877615612,0,4075,1,0,7099
DEL,HYD,70,Night,Business,0.7881762435422869,1,5672,3,1,7734
HYD,MAA,85,Afternoon,Business,1.2502469193192873,1,8454,1,1,13413
MAA,BLR,57,Afternoon,Leisure,1.2989664573239479,0,4244,1,0,8916
HYD,DEL,39,Evening,Leisure,1.1683123455217639,1,6027,2,0,15642
BOM,HYD,88,Evening,Business,0.872087574864092,0,6573,2,1,6387
BOM,BOM,33,Night,Leisure,0.9414670830661556,0,7710,3,0,15820
MAA,HYD,59,Afternoon,Business,1.1437020729436496,0,8076,1,1,13717
HYD,BOM,18,Afternoon,Business,1.2811081341299189,0,8576,1,1,28440
DEL,DEL,56,Evening,Leisure,0.9732827024376205,1,4524,2,0,8777
MAA,HYD,57,Morning,Business,1.1977134491730248,1,9196,0,1,23103
BOM,HYD,76,Morning,Business,1.2850413535592302,1,4441,0,1,7911
BOM,DEL,48,Morning,Leisure,1.2240839026336026,0,8550,0,0,17442
MAA,HYD,42,Evening,Business,0.8362898480627962,0,9256,2,1,14172
HYD,BOM,27,Evening,Business,0.7048191183253737,0,4267,2,1,6403
BOM,HYD,74,Morning,Business,0.9952490232330491,0,5938,0,1,8212
HYD,BLR,52,Morning,Business,1.0188164990171602,0,4333,0,1,8090
BOM,MAA,42,Afternoon,Leisure,0.8207502187307018,0,5690,1,0,9365
BOM,BOM,32,Evening,Business,0.8708046351680906,1,9377,2,1,22794
BLR,BLR,26,Evening,Leisure,1.1590918965091281,1,4127,2,0,12425
BOM,DEL,25,Morning,Business,0.9822083552278802,0,3876,0,1,9464
DEL,BOM,75,Morning,Leisure,0.890412450160154,0,7386,0,0,9249
MAA,MAA,23,Night,Business,1.0735756164171517,0,3589,3,1,8897
MAA,MAA,57,Evening,Leisure,1.0916558535856753,0,6355,2,0,10581
HYD,DEL,52,Night,Business,1.1616374661044813,0,8616,3,1,18413
BOM,DEL,87,Afternoon,Business,0.7940255774577515,0,4565,1,1,3716
DEL,BOM,31,Night,Business,1.1449103513961942,0,4558,3,1,12047
HYD,HYD,64,Morning,Business,1.059657035266251,0,6559,0,1,9853
BLR,DEL,71,Evening,Leisure,0.7345431191816783,0,9113,2,0,9310
HYD,HYD,33,Evening,Leisure,1.1664673769520468,1,7572,2,0,22718
HYD,BLR,85,Night,Business,0.9298481687999111,0,6100,3,1,5740
BOM,MAA,2,Night,Leisure,0.8982285605977826,1,7719,3,0,22335
BLR,HYD,18,Afternoon,Business,0.9688450909489806,0,5604,1,1,12147
HYD,MAA,47,Afternoon,Business,0.9077050463836774,0,6353,1,1,10650
DEL,HYD,33,Morning,Leisure,0.9029713553259454,0,9075,0,0,18738
DEL,BLR,84,Morning,Leisure,1.1848466006203753,0,6155,0,0,7792
MAA,DEL,35,Morning,Leisure,0.7747031526194154,0,5015,0,0,8590
BLR,BLR,51,Night,Business,1.282360040714475,0,6517,3,1,13933
BLR,DEL,18,Night,Business,1.0329589866246058,0,9450,3,1,24645
MAA,DEL,88,Evening,Leisure,0.8097543990527877,0,8962,2,0,8174
HYD,MAA,72,Morning,Business,0.7787292897590119,1,7647,0,1,9376
BLR,BLR,30,Night,Leisure,1.0549057192809896,0,5073,3,0,12716
DEL,HYD,44,Evening,Leisure,1.0797996663081568,1,9097,2,0,22656
DEL,BLR,53,Morning,Leisure,0.7318154626178864,0,6036,0,0,7404
BOM,MAA,10,Afternoon,Leisure,0.8458011484772714,1,7426,1,0,21150
BLR,DEL,87,Afternoon,Leisure,1.1772771527328805,1,5552,1,0,7535
HYD,MAA,52,Night,Leisure,0.7297747766461152,0,7296,3,0,8486
MAA,BOM,49,Evening,Business,1.2130531983436217,0,4131,2,1,9302
MAA,BOM,11,Afternoon,Business,1.0948974859158,0,5361,1,1,16042
HYD,HYD,66,Evening,Leisure,0.9606539556179229,0,7452,2,0,11128
BOM,MAA,58,Evening,Leisure,0.9078597093825496,0,4732,2,0,6452
MAA,HYD,36,Afternoon,Leisure,0.7115493783093363,0,5764,1,0,9299
BLR,HYD,33,Evening,Business,1.1951289674511059,1,5547,2,1,17715
BOM,BOM,47,Afternoon,Leisure,0.7856331123811229,1,4035,1,0,7711
BLR,HYD,13,Night,Leisure,0.8857251951172529,0,7033,3,0,15281
DEL,BOM,40,Morning,Leisure,1.0414641882176823,0,8325,0,0,18012
BOM,DEL,89,Morning,Business,0.8475955600427525,0,6597,0,1,6113
MAA,MAA,68,Night,Leisure,0.9982842782513208,0,4775,3,0,6700
BOM,HYD,42,Afternoon,Business,1.1856056972432214,0,6573,1,1,16694
BOM,BOM,19,Afternoon,Business,0.9823227608741649,0,4525,1,1,10251
BOM,BLR,82,Afternoon,Leisure,1.2693864064717575,1,5551,1,0,9446
BOM,HYD,19,Afternoon,Business,1.208500372225805,0,9116,1,1,28901
BLR,DEL,58,Night,Business,0.8998235412180365,0,7121,3,1,11495
DEL,DEL,23,Morning,Business,0.9399772747503626,0,9490,0,1,19976
HYD,BLR,54,Evening,Leisure,0.9539960362135163,0,8063,2,0,12268
BOM,BOM,80,Evening,Business,1.0757076717547087,0,3700,2,1,5023
MAA,HYD,65,Morning,Leisure,0.8720774375131238,0,7903,0,0,11226
BOM,BOM,12,Night,Leisure,1.2815494832935053,0,6823,3,0,22835
MAA,DEL,24,Evening,Leisure,1.0652105323621006,0,6858,2,0,17404
BLR,BOM,34,Morning,Business,0.9396409952446801,0,8517,0,1,17858
MAA,DEL,53,Night,Leisure,1.0870058892949404,0,6471,3,0,11389
HYD,BOM,8,Evening,Business,0.9372430063178245,0,8478,2,1,22963
DEL,BLR,18,Afternoon,Business,1.1906774085876513,0,4085,1,1,11545
MAA,MAA,57,Afternoon,Business,1.0407045763310327,0,6845,1,1,12128
MAA,BLR,5,Night,Business,0.7251823020436402,1,7354,3,1,17170
DEL,BLR,26,Afternoon,Leisure,0.8060541204540764,0,9316,1,0,17012
HYD,MAA,30,Night,Leisure,1.218996383817721,1,8104,3,0,27137
BOM,MAA,54,Morning,Business,1.037739895814074,0,6924,0,1,13581
MAA,HYD,13,Morning,Leisure,1.270206085908343,0,7600,0,0,25300
DEL,HYD,83,Evening,Leisure,0.7434533877164108,0,3859,2,0,3462
BLR,BLR,29,Night,Leisure,0.8771563780515843,0,7169,3,0,12641
DEL,BLR,3,Evening,Business,0.8161260239437436,0,7809,2,1,18546
BLR,DEL,58,Evening,Leisure,1.0323041753372417,0,6977,2,0,11339
HYD,DEL,76,Morning,Business,0.9296756986479456,0,9055,0,1,9970
BOM,HYD,2,Evening,Leisure,0.7943641204458359,0,8158,2,0,16502
DEL,HYD,75,Afternoon,Business,1.085651148375728,0,6312,1,1,9228
MAA,DEL,28,Evening,Business,1.0217790194783118,0,3544,2,1,8918
HYD,DEL,82,Night,Business,0.8648417507777806,0,6250,3,1,6478
DEL,BOM,77,Afternoon,Leisure,0.9878628146694266,0,4133,1,0,4899
MAA,BOM,86,Morning,Business,1.1474429890247138,0,9031,0,1,10527
DEL,DEL,76,Night,Leisure,0.823163004730395,0,4710,3,0,4988
BLR,BOM,2,Afternoon,Business,0.8757434480210374,0,5249,1,1,11583
DEL,MAA,7,Night,Leisure,0.9076665922564691,0,6741,3,0,15947
DEL,HYD,26,Afternoon,Business,1.148035862320619,0,6268,1,1,16952
DEL,HYD,88,Night,Leisure,1.2081535597305442,0,4093,3,0,5623
HYD,DEL,76,Night,Business,0.9258330978649665,0,4924,3,1,5748
DEL,BLR,16,Afternoon,Business,0.877972517100351,0,5426,1,1,11106
MAA,DEL,23,Morning,Business,1.2336680550110064,0,4356,0,1,13372
BLR,BOM,40,Morning,Leisure,1.2996189593156073,1,9488,0,0,31039
BLR,BLR,60,Night,Business,1.1022121837970795,0,4051,3,1,7658
DEL,BOM,73,Night,Business,1.2939883689935086,0,7638,3,1,12488
HYD,MAA,32,Morning,Business,1.095979766681146,0,6388,0,1,14834
HYD,BOM,15,Morning,Business,1.140076163204695,0,7774,0,1,24291
MAA,MAA,13,Evening,Leisure,0.9331936009261081,0,4980,2,0,10996
DEL,MAA,5,Morning,Business,0.959780528199432,0,4106,0,1,11005
BLR,BOM,75,Night,Business,0.7864813983936371,0,4171,3,1,4040
HYD,BOM,74,Afternoon,Leisure,1.193650008859074,0,6815,1,0,10738
DEL,MAA,52,Morning,Leisure,1.25863541853232,0,8522,0,0,20012
HYD,BLR,77,Evening,Leisure,1.0740628802164673,0,3516,2,0,4747
HYD,MAA,41,Evening,Business,0.9061883850672391,0,8731,2,1,16622
BLR,HYD,53,Evening,Leisure,0.7924097952246197,0,9234,2,0,12544
BOM,MAA,50,Afternoon,Leisure,0.8590937378231889,0,6373,1,0,10839
MAA,BLR,15,Morning,Leisure,0.853246252511106,0,6094,0,0,12832
MAA,HYD,7,Morning,Business,1.0681167304981438,1,8649,0,1,27420
BLR,DEL,40,Morning,Business,1.2670224792181628,0,8811,0,1,21889
HYD,DEL,28,Afternoon,Business,0.7289631321747888,0,5984,1,1,10245
DEL,BLR,32,Afternoon,Leisure,0.7006133797566687,0,4115,1,0,6660
HYD,MAA,15,Night,Business,1.0601091665885953,0,6705,3,1,17628
BLR,BOM,85,Evening,Leisure,0.8704362772478291,0,6349,2,0,6193
MAA,BLR,70,Evening,Leisure,1.2283290054033742,0,7907,2,0,14535
HYD,HYD,65,Morning,Leisure,0.8963501847434902,0,7307,0,0,10440
MAA,HYD,4,Afternoon,Business,0.8738425603173335,0,5572,1,1,13661
DEL,DEL,11,Afternoon,Leisure,0.8617063727309784,0,4024,1,0,9509
MAA,HYD,26,Morning,Leisure,0.7869116963609464,0,6673,0,0,12154
MAA,BLR,61,Morning,Business,1.0489182845662663,0,4973,0,1,7425
BOM,HYD,37,Night,Leisure,0.8009281614005259,0,5925,3,0,8878
BOM,BLR,23,Evening,Leisure,0.9547786958741745,0,8483,2,0,20771
BOM,BOM,85,Evening,Leisure,0.9765832313533893,0,6774,2,0,6760
MAA,DEL,40,Evening,Business,0.7122952281267846,0,6838,2,1,9555
BLR,HYD,77,Night,Leisure,0.7100843678926855,0,5507,3,0,5354
MAA,BLR,23,Morning,Business,1.0121276132540975,0,8057,0,1,17918
BLR,MAA,16,Morning,Business,1.1176208393374794,0,5912,0,1,17512
BLR,DEL,61,Evening,Leisure,1.2652854893682428,0,5651,2,0,12016
BOM,BOM,68,Evening,Leisure,0.8074715704941731,0,6682,2,0,8525
HYD,BLR,80,Night,Leisure,0.7619552856616495,0,3927,3,0,3433
DEL,BOM,31,Afternoon,Leisure,0.7312527441562905,0,8064,1,0,12380
BOM,BOM,53,Afternoon,Business,0.9616249497477701,0,4514,1,1,8161
BOM,HYD,25,Evening,Business,1.0738884204015742,0,5104,2,1,11936
HYD,HYD,44,Night,Leisure,1.2043320140507585,1,4369,3,0,12239
DEL,BLR,12,Evening,Business,1.1095869293758789,0,6227,2,1,18421
MAA,MAA,9,Afternoon,Leisure,0.8250164734449144,0,6352,1,0,13103
MAA,BLR,12,Evening,Leisure,0.9770622198377674,0,4385,2,0,11929
BOM,MAA,69,Afternoon,Leisure,1.2462078077851932,0,6108,1,0,11167
DEL,BOM,54,Afternoon,Leisure,0.8960446374864227,1,4773,1,0,8027
BOM,DEL,54,Afternoon,Business,0.9992382190551589,0,7926,1,1,12629
BLR,BLR,28,Morning,Business,1.2751392007862181,0,5455,0,1,14617
BOM,BLR,56,Morning,Leisure,1.1408248033442185,0,4086,0,0,7431
BOM,MAA,69,Evening,Leisure,1.1486442313850151,0,3700,2,0,6313
MAA,BOM,77,Afternoon,Business,0.8514004026479365,1,8049,1,1,9509
MAA,BOM,58,Morning,Business,0.9488188709830769,1,7117,0,1,12892
MAA,MAA,78,Evening,Business,0.749405297858033,0,4325,2,1,4349
BLR,BOM,75,Evening,Leisure,1.0639155202303203,0,3610,2,0,5049
MAA,HYD,42,Evening,Business,0.7622380987254964,0,6411,2,1,9128
DEL,DEL,38,Evening,Leisure,1.2015457493235728,0,7399,2,0,19793
HYD,BLR,68,Evening,Leisure,1.1887322722119982,0,4407,2,0,7158
DEL,DEL,53,Night,Business,1.0201630606733856,0,9368,3,1,17976
DEL,BLR,33,Afternoon,Leisure,0.7846996199182178,1,9163,1,0,19298
MAA,HYD,71,Evening,Business,0.7153473899171009,0,8828,2,1,9134
HYD,BOM,56,Night,Leisure,1.1780252005255436,0,7215,3,0,15035
HYD,MAA,72,Afternoon,Leisure,1.060084289928056,0,7189,1,0,10378
HYD,HYD,51,Morning,Leisure,1.12655778204873,1,4054,0,0,10369
BLR,DEL,74,Evening,Leisure,0.8822842754418205,0,5403,2,0,6715
MAA,MAA,43,Night,Leisure,1.0056896427063486,0,3606,3,0,6839
HYD,BOM,15,Morning,Leisure,1.1483045023237903,0,6836,0,0,19233
BLR,HYD,38,Night,Business,0.9775379849882797,1,6034,3,1,15562
BOM,MAA,15,Afternoon,Business,1.0608305336612385,1,5726,1,1,18313
BOM,HYD,5,Afternoon,Leisure,1.1738369570847773,0,6793,1,0,23109
BLR,HYD,83,Morning,Business,0.8291323871598273,0,4893,0,1,4742
BLR,BOM,54,Night,Leisure,0.7395573336144894,0,6184,3,0,8013
MAA,BLR,51,Evening,Business,1.0190941064864831,0,6335,2,1,10413
MAA,MAA,10,Evening,Business,0.7372754624320574,0,3666,2,1,6715
BOM,BOM,12,Morning,Leisure,1.1599343766200518,0,6210,0,0,18447
HYD,HYD,4,Morning,Business,1.131526868580273,0,7124,0,1,22308
BOM,BOM,18,Morning,Leisure,1.2290276028791782,1,5847,0,0,21589
HYD,BLR,80,Night,Business,1.0837372588203764,0,4904,3,1,6653
HYD,MAA,36,Evening,Leisure,0.7403185424514243,0,5025,2,0,7979
MAA,BLR,25,Evening,Business,0.8518912752937704,0,7909,2,1,16576
DEL,DEL,87,Evening,Leisure,1.1847591067376315,1,8411,2,0,12156
DEL,MAA,76,Morning,Business,0.8002794503881526,0,8338,0,1,8782
BLR,BLR,36,Evening,Leisure,1.1190882806889324,0,6274,2,0,13293
MAA,HYD,67,Afternoon,Business,1.168155598552287,0,4325,1,1,7347
HYD,MAA,9,Morning,Leisure,0.8980670787131446,0,4624,0,0,10375
DEL,MAA,61,Evening,Business,0.8933784840417451,0,4068,2,1,5605
HYD,BOM,53,Night,Leisure,1.0346816087254882,1,8834,3,0,18530
DEL,HYD,18,Morning,Business,1.2167717996528582,1,5458,0,1,17735
DEL,DEL,43,Afternoon,Leisure,0.8343437211480883,1,7239,1,0,13966
DEL,BLR,35,Afternoon,Leisure,1.2647549176254418,0,5609,1,0,16371
MAA,BOM,63,Night,Leisure,1.059471210892065,1,7964,3,0,14965
BOM,BLR,78,Night,Leisure,1.2952758828113657,1,8987,3,0,18139
HYD,DEL,4,Morning,Business,0.7537682343971935,1,7689,0,1,19098
MAA,DEL,41,Morning,Business,0.7759372819040554,0,9054,0,1,13423
MAA,MAA,45,Afternoon,Business,1.1959850822280897,0,7594,1,1,15840
MAA,DEL,50,Night,Leisure,1.2188535373623095,0,6430,3,0,13305
MAA,BLR,79,Morning,Leisure,0.9672752130225604,1,4263,0,0,6377
MAA,HYD,28,Afternoon,Leisure,1.128442705685401,0,9029,1,0,21814
BLR,HYD,42,Night,Leisure,1.220534372467323,0,6860,3,0,15243
HYD,MAA,80,Afternoon,Leisure,0.7258766729312972,1,6950,1,0,7019
MAA,BLR,76,Evening,Business,1.0443702537959552,0,5647,2,1,7675
HYD,BLR,69,Night,Business,1.2120883999158938,0,6895,3,1,12350
BLR,DEL,1,Morning,Business,0.938892966750865,1,7924,0,1,24260
BLR,BLR,39,Morning,Leisure,0.8814301636674561,1,7219,0,0,15418
HYD,BOM,17,Evening,Leisure,1.1774240110569025,0,8301,2,0,23826
DEL,DEL,88,Night,Leisure,0.9014719501017017,1,3720,3,0,3774
BOM,BOM,35,Afternoon,Leisure,0.7019045789107019,0,9410,1,0,13580
DEL,MAA,46,Morning,Leisure,1.2757435525774394,0,5361,0,0,13082
DEL,HYD,42,Evening,Leisure,1.0552739418106112,0,6114,2,0,12822
DEL,MAA,39,Evening,Leisure,1.1917107512260428,0,8591,2,0,21713
MAA,HYD,49,Night,Business,1.1951809374056288,0,4521,3,1,10169
BLR,MAA,62,Night,Business,0.7398462522236396,0,3609,3,1,3979
DEL,BLR,38,Morning,Leisure,0.8025161196318789,1,7744,0,0,14470
BLR,BOM,23,Evening,Leisure,0.8866724084557884,0,7348,2,0,15136
HYD,HYD,22,Afternoon,Leisure,0.8924195710247937,1,4198,1,0,11104
BOM,DEL,4,Evening,Business,1.0952716706085477,0,9029,2,1,24713
HYD,BOM,49,Afternoon,Business,1.0738797524516108,0,3607,1,1,7681
HYD,DEL,59,Afternoon,Leisure,0.9967538668058882,1,3888,1,0,7598
MAA,BOM,73,Morning,Business,0.8267582393852607,1,3924,0,1,5014
BOM,BOM,68,Evening,Business,0.9291900818141821,0,5994,2,1,8330
HYD,MAA,71,Afternoon,Business,1.0261563810791017,0,6465,1,1,8321
HYD,HYD,87,Night,Leisure,0.9807912196623652,0,8687,3,0,9003
BOM,HYD,2,Afternoon,Business,0.776375519857047,0,6203,1,1,13254
BOM,BOM,49,Night,Business,1.0897062961011543,1,5499,3,1,12202
HYD,BLR,88,Night,Leisure,0.7438310660863963,0,9259,3,0,7645
BOM,BLR,31,Evening,Leisure,0.9269168098486482,0,7075,2,0,15144
HYD,DEL,40,Night,Business,1.1260176086051374,0,5027,3,1,10534
HYD,DEL,48,Afternoon,Leisure,0.7120141207118239,0,7553,1,0,9625
MAA,MAA,51,Night,Business,1.0419896914271898,0,5526,3,1,9430
DEL,BOM,43,Evening,Business,0.9007125844859784,0,5868,2,1,10968
HYD,DEL,55,Morning,Leisure,0.7052991060536407,0,6266,0,0,7247
BLR,DEL,88,Afternoon,Leisure,0.8142299626365831,0,5355,1,0,4479
DEL,BOM,49,Afternoon,Business,1.2645677159623927,0,3946,1,1,8761
DEL,MAA,80,Evening,Leisure,1.0126893433030544,0,5097,2,0,5958
DEL,DEL,57,Evening,Leisure,1.2983363227774791,1,3709,2,0,10066
MAA,MAA,77,Evening,Business,1.0148900502188447,1,4348,2,1,7002
HYD,HYD,15,Evening,Business,1.026361847374161,0,9458,2,1,24354
MAA,MAA,27,Afternoon,Business,0.9351058077597114,0,9183,1,1,20018
HYD,BLR,68,Morning,Business,0.8860242512388485,1,5151,0,1,7904
MAA,BLR,80,Night,Business,0.8509273318797669,0,5416,3,1,5008
MAA,MAA,64,Night,Business,0.9060523696784043,0,7029,3,1,8840
BLR,BLR,30,Morning,Leisure,0.9759106485402593,0,5418,0,0,11361
MAA,HYD,36,Morning,Leisure,0.815195170138474,0,4076,0,0,7256
BOM,BOM,67,Morning,Business,0.8349250550834175,0,9261,0,1,12222
BLR,BLR,86,Evening,Leisure,0.8629268612010634,0,4188,2,0,3535
MAA,BLR,86,Afternoon,Leisure,0.9695559351585035,0,4289,1,0,4372
DEL,MAA,49,Afternoon,Business,1.091688020088546,0,8587,1,1,16118
BOM,HYD,76,Afternoon,Leisure,1.2136876901717724,1,8572,1,0,16987
BOM,BOM,55,Evening,Leisure,0.872279102312286,0,4855,2,0,7697
BOM,MAA,85,Afternoon,Business,0.8102370042048623,0,5187,1,1,4351
BLR,MAA,56,Evening,Leisure,0.927308478910333,1,3849,2,0,7498
MAA,HYD,68,Afternoon,Leisure,1.2366298458231135,0,9367,1,0,17453
MAA,BOM,44,Morning,Business,0.7059164370022837,0,6217,0,1,7882
DEL,HYD,31,Night,Leisure,1.1067211696346473,1,7039,3,0,20108
DEL,BOM,58,Night,Leisure,0.9862960278469489,0,8021,3,0,13286
BOM,HYD,87,Evening,Leisure,0.796627728976408,0,7922,2,0,6055
DEL,MAA,53,Afternoon,Business,0.89261291576468,1,4629,1,1,8462
BLR,MAA,84,Night,Business,0.8349700263262203,0,7850,3,1,6834
MAA,DEL,79,Morning,Leisure,1.2266993007340734,0,8039,0,0,12131
BOM,BLR,23,Morning,Leisure,0.9891240303669941,1,7708,0,0,22876
DEL,HYD,28,Morning,Business,1.0378565667234958,1,8649,0,1,24248
BLR,DEL,16,Evening,Business,1.0562125716022124,1,8284,2,1,23622
BLR,BLR,37,Evening,Leisure,1.0837702747614137,0,4490,2,0,9081
DEL,HYD,21,Afternoon,Business,0.997333414225558,0,5373,1,1,13022
MAA,BOM,79,Morning,Leisure,0.7107241185017894,0,7641,0,0,6397
DEL,BLR,17,Afternoon,Leisure,0.9008336121487911,0,8790,1,0,19762
BOM,MAA,37,Afternoon,Business,0.8103239444325947,0,8352,1,1,13003
DEL,DEL,77,Morning,Business,1.1080857057470062,0,4876,0,1,7184
BLR,BLR,19,Afternoon,Leisure,0.7340227908220279,0,4726,1,0,9000
DEL,BLR,30,Night,Leisure,1.0382820346669865,0,8845,3,0,21776
MAA,MAA,45,Evening,Business,0.8263790333645805,0,4063,2,1,6129
HYD,HYD,18,Afternoon,Leisure,1.2693075030802368,0,6387,1,0,20417
DEL,BOM,78,Morning,Business,0.9013245653119213,1,4840,0,1,6204
MAA,MAA,62,Evening,Business,0.8951327148247805,0,7237,2,1,10636
MAA,BOM,36,Evening,Business,1.2540308007944343,0,4937,2,1,11900
BLR,HYD,84,Afternoon,Business,0.9504087521824849,1,3594,1,1,4832
MAA,BLR,52,Night,Business,1.2777174005114453,0,6796,3,1,15098
MAA,BOM,19,Afternoon,Leisure,0.714502211280102,0,9398,1,0,17405
MAA,DEL,44,Night,Business,0.8838067451212878,0,4448,3,1,7908
MAA,DEL,7,Evening,Business,1.0997157761598588,1,8148,2,1,27895
BOM,MAA,44,Afternoon,Business,1.2345141787165832,0,6192,1,1,15861
BOM,HYD,68,Morning,Business,0.8538433558049703,0,7661,0,1,9011
BLR,MAA,34,Afternoon,Business,1.258286555178201,1,6781,1,1,23733
DEL,MAA,66,Night,Business,1.0564728798995129,1,4997,3,1,9876
MAA,MAA,69,Night,Business,1.1806049459187495,0,8260,3,1,15206
DEL,DEL,55,Afternoon,Leisure,0.9383243825841383,1,6231,1,0,10863
DEL,DEL,10,Night,Leisure,0.827308229540124,1,6243,3,0,15386
BLR,MAA,42,Evening,Leisure,1.246741249268616,0,7775,2,0,19915
MAA,DEL,41,Afternoon,Leisure,1.2598815210437313,0,6381,1,0,17262
MAA,HYD,77,Night,Business,0.9985450864924813,0,9078,3,1,10345
HYD,MAA,69,Afternoon,Leisure,0.7038970095995538,0,3701,1,0,3329
DEL,DEL,10,Afternoon,Business,0.7658697722022426,1,4998,1,1,11360
DEL,BOM,10,Morning,Leisure,1.0438167761390331,0,9137,0,0,26546
BOM,MAA,60,Afternoon,Leisure,0.7142660213811317,1,6586,1,0,9514
HYD,MAA,51,Morning,Business,0.9381471543920171,0,6613,0,1,10690
BOM,HYD,21,Night,Business,0.8820219673432075,0,6090,3,1,11510
BOM,BLR,8,Morning,Leisure,1.1286089652413227,0,8908,0,0,26832
BOM,BLR,65,Morning,Leisure,0.7333472037687612,0,5448,0,0,5678
BLR,HYD,78,Morning,Leisure,0.9932387613863725,1,7104,0,0,11015
BLR,HYD,85,Evening,Leisure,1.0474685619253632,0,7463,2,0,8506
BOM,HYD,30,Morning,Business,1.0703746456315706,0,4193,0,1,10226
HYD,BLR,85,Afternoon,Leisure,0.9430946032101645,0,5219,1,0,5795
DEL,HYD,49,Morning,Leisure,0.8826206700577306,1,8863,0,0,17206
HYD,DEL,9,Afternoon,Leisure,1.1094958202422893,1,7433,1,0,25077
MAA,MAA,17,Morning,Leisure,1.208541428861497,0,7232,0,0,22659
BLR,MAA,69,Evening,Leisure,1.1161705826697272,0,9387,2,0,14179
DEL,BOM,58,Night,Business,1.259261419274333,0,6159,3,1,13715
DEL,BOM,57,Morning,Business,1.1303581152147564,0,5221,0,1,8956
MAA,MAA,62,Morning,Business,1.158771240408171,0,9217,0,1,17779
